gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val B qvalue
ENSG00000003249.13 DBNDD1 protein_coding chr16 0.900986506294768 4.66736804209727 11.7856188423891 1.10667048178722e-25 6.79668544846589e-25 47.4977218298934 7.61160218977863e-26
ENSG00000003393.14 ALS2 protein_coding chr2 0.332067524527064 6.02020271561536 7.88870101493307 1.02083943320085e-13 2.72812407470789e-13 20.1117255257642 3.05522380555678e-14
ENSG00000003400.14 CASP10 protein_coding chr2 -0.500694985990678 1.89389462653383 -6.64396845713591 1.97012847728238e-10 4.29690973239869e-10 13.1877602021484 4.81210551472398e-11
ENSG00000003402.19 CFLAR protein_coding chr2 -0.429483552535579 6.0213200337069 -7.75785044882759 2.34454969729505e-13 6.13532883199451e-13 19.3051413565504 6.87094948364311e-14
ENSG00000003436.15 TFPI protein_coding chr2 -0.0569195688855988 4.40014905111468 -0.661801113944627 0.508722417478917 0.538079424816768 -7.25667989089546 0.0602594685198295
ENSG00000003509.15 NDUFAF7 protein_coding chr2 -0.0365462525021853 4.40147990517433 -0.904409306822834 0.366669372016021 0.396325130012899 -7.05067606998694 0.0443844172331292
ENSG00000003756.16 RBM5 protein_coding chr3 -0.271073439040521 8.17766646822414 -6.88109369347166 4.96220893531291e-11 1.12344920548331e-10 14.0164377983137 1.25814979925133e-11
ENSG00000003987.13 MTMR7 protein_coding chr8 0.862339551161554 4.53467298236818 11.8427425087044 7.1809783570418e-26 4.48690148211899e-25 47.9696261345695 5.02487711187613e-26
ENSG00000003989.17 SLC7A2 protein_coding chr8 -1.51709122274863 1.12425071543525 -7.22376399416559 6.41151718802904e-12 1.53420002377318e-11 16.5641677223758 1.71814928748044e-12
ENSG00000004059.10 ARF5 protein_coding chr7 0.823377110828108 6.35334016142659 13.0995605610113 4.70597763096098e-30 4.06710997877096e-29 57.401695430424 4.5547529682238e-30
ENSG00000004139.13 SARM1 protein_coding chr17 0.0490496393659386 5.83329267673726 1.2615335457185 0.208319861586034 0.232929984255469 -6.84333253758448 0.0260858089088735
ENSG00000004142.11 POLDIP2 protein_coding chr17 0.175265496213032 5.57850784801352 4.66837870920549 5.00986536884919e-06 8.20795913002601e-06 2.82309638652077 9.19208637230978e-07
ENSG00000004399.12 PLXND1 protein_coding chr3 -0.417161271773246 4.69711218485461 -3.56172376577282 0.000442806707017505 0.000629164900799659 -1.29610467439828 7.04601231433988e-05
ENSG00000004455.16 AK2 protein_coding chr1 -0.658150159487769 6.13095412408404 -14.310441490307 3.78616002866254e-34 4.8678410762673e-33 66.7899447333566 5.45149103582154e-34
ENSG00000004468.12 CD38 protein_coding chr4 0.724066696932885 -0.713127882072451 3.86171428707979 0.000144239499501923 0.000212658788334048 0.616808127150819 2.38156394206012e-05
ENSG00000004478.7 FKBP4 protein_coding chr12 0.182995615284522 6.93360789034217 3.22352899907893 0.00143871725926442 0.00196363523320587 -2.58170615177261 0.000219907340928509
ENSG00000004487.16 KDM1A protein_coding chr1 0.0290708483605719 8.07861689844581 0.818506279544098 0.413865802803425 0.443501384107777 -7.32498022261938 0.0496676818728836
ENSG00000004534.14 RBM6 protein_coding chr3 -0.300918061687226 7.9719882899594 -5.42219365714739 1.41284177519679e-07 2.56739864111381e-07 6.23960632933605 2.87522753067048e-08
ENSG00000004660.14 CAMKK1 protein_coding chr17 0.84853274785143 4.20145410581457 12.248221615402 3.28445130086035e-27 2.27049941967638e-26 51.0310740547878 2.542730347864e-27
ENSG00000004700.15 RECQL protein_coding chr12 -0.0650871786019126 5.4647377620388 -1.48979737312581 0.137567364782095 0.157120448921789 -6.49972168114442 0.0175959055651462
ENSG00000004766.15 VPS50 protein_coding chr7 0.830699795608931 5.63846282740262 17.6788111275367 1.33352442438766e-45 8.66741668308641e-44 93.0625533538937 9.70663249092914e-45
ENSG00000004776.12 HSPB6 protein_coding chr19 0.253661190022217 -0.954675179772789 1.29301022075079 0.197228900017213 0.221287333263468 -5.66913061744863 0.0247819494253434
ENSG00000004777.18 ARHGAP33 protein_coding chr19 0.530048764653316 6.99849547503016 7.92340739325909 8.17723718480493e-14 2.20302624308893e-13 20.3171717664331 2.46716719541881e-14
ENSG00000004779.9 NDUFAB1 protein_coding chr16 0.643566596491601 5.60270465914193 7.6701436188531 4.07527374442657e-13 1.05144092184458e-12 18.7602859112207 1.17750778431882e-13
ENSG00000004799.7 PDK4 protein_coding chr7 0.380263386861901 2.69868226439961 2.44989077619136 0.0149926927737316 0.0188602550004648 -4.12058526940667 0.00211215833585066
ENSG00000004809.13 SLC22A16 protein_coding chr6 0.517060480325736 2.17575126938235 6.56474900314467 3.100978591939e-10 6.67978927704703e-10 12.7219735912268 7.48069026791686e-11
ENSG00000004838.13 ZMYND10 protein_coding chr3 0.150496644811313 1.3514809767557 1.41546035945975 0.158207043981905 0.179460257128881 -5.96182428471552 0.0200977387654264
ENSG00000004848.7 ARX protein_coding chrX -0.41916887364643 4.87783885775718 -2.44496559218642 0.0151939068466065 0.0190956457507047 -4.56504427036583 0.00213851972573055
ENSG00000004864.13 SLC25A13 protein_coding chr7 -1.13524754319967 3.5598339386926 -12.7750802421846 5.76593514796787e-29 4.54006176559258e-28 55.0766621426338 5.08441126762968e-29
ENSG00000004866.20 ST7 protein_coding chr7 0.750481846751282 5.4685899335965 10.2510976974594 9.65052954525796e-21 4.12583561675179e-20 36.1523192215541 4.62051975970478e-21
ENSG00000004897.11 CDC27 protein_coding chr17 -0.135441327270749 6.53366914243841 -3.84627155938413 0.000153077574557915 0.000225311974451669 -0.480829648376091 2.52326686459613e-05
ENSG00000004939.14 SLC4A1 protein_coding chr17 -0.721310826250879 2.06521019651714 -2.81681384505332 0.00524665264120593 0.00684704301861164 -3.19607766779748 0.000766799758928616
ENSG00000004948.13 CALCR protein_coding chr7 0.00686158524516272 -4.32449939946778 0.0227918659242804 0.981834900664633 0.984349703472414 -6.00972311835914 0.110237238655052
ENSG00000004961.14 HCCS protein_coding chrX -0.0600782078053391 3.50708626481657 -1.12039306544839 0.263646472569228 0.290659633713111 -6.68361109655146 0.0325509473878968
ENSG00000004975.11 DVL2 protein_coding chr17 -0.33542031446081 5.40769540078383 -7.12922538866282 1.13457215907212e-11 2.67063397165527e-11 15.5053735696871 2.99084068857956e-12
ENSG00000005007.12 UPF1 protein_coding chr19 -0.0422309901264108 5.62420507075721 -0.871276938872668 0.384458327234566 0.414155034915885 -7.25700348705732 0.0463811867501553
ENSG00000005020.12 SKAP2 protein_coding chr7 0.519721920512367 1.53886960400925 3.32868395418696 0.00100727175777456 0.00139197275548729 -1.55609769375899 0.00015588690920176
ENSG00000005022.5 SLC25A5 protein_coding chrX 0.436885183810108 6.37823468398927 8.02557883629417 4.24217968415235e-14 1.16208013929486e-13 20.9616222105282 1.30141254881106e-14
ENSG00000005059.15 CCDC109B protein_coding chr4 0.120478158096165 3.61578924169333 0.975315938802226 0.330368290449083 0.359248491663795 -6.86332381606964 0.0402322076923542
ENSG00000005075.15 POLR2J protein_coding chr7 0.0978001693352553 5.1374428911257 1.85056314654093 0.0654396258628644 0.0772918641419228 -5.90328628531665 0.0086559092195082
ENSG00000005100.12 DHX33 protein_coding chr17 -0.265862879555193 5.27678254793365 -6.13895713292505 3.33563160654137e-09 6.70629096194724e-09 9.94722473603437 7.5103694820498e-10
ENSG00000005108.15 THSD7A protein_coding chr7 -0.594498592979028 6.10509625813447 -4.16774917724746 4.27252608966379e-05 6.56801139320457e-05 0.806326828749692 7.35551031191109e-06
ENSG00000005156.11 LIG3 protein_coding chr17 -0.487461645209194 5.91636163431254 -11.2295994043475 7.23044311456568e-24 3.87221115901368e-23 43.2548024088607 4.33648594755645e-24
ENSG00000005175.9 RPAP3 protein_coding chr12 -0.501178461164823 5.27960927042907 -10.7620855125962 2.31507936052382e-22 1.10719000424292e-21 39.8531813272994 1.23994113376228e-22
ENSG00000005187.11 ACSM3 protein_coding chr16 -1.29815523167976 0.818045418022236 -12.4519455344432 6.90945331816645e-28 5.01868497922408e-27 52.5616717886389 5.62042099304352e-28
ENSG00000005189.19 AC004381.6 protein_coding chr16 -0.379121061406042 3.51349596678814 -6.52834570234064 3.815094081954e-10 8.15423700516172e-10 12.3416301569518 9.13192301086586e-11
ENSG00000005194.14 CIAPIN1 protein_coding chr16 0.135458800556583 5.57780798500859 3.60888681980108 0.000372974927797311 0.000533028833932807 -1.28156998432491 5.96938532809969e-05
ENSG00000005206.16 SPPL2B protein_coding chr19 -0.601741354708364 5.37838272890248 -9.66800719805871 6.24694090900056e-19 2.36733255531704e-18 32.0137798659559 2.65117369320844e-19
ENSG00000005238.19 FAM214B protein_coding chr9 0.16776066600079 5.13571190236222 3.83824746127936 0.000157869992570947 0.000232133070301749 -0.427943010639636 2.59965625837171e-05
ENSG00000005243.9 COPZ2 protein_coding chr17 -1.52912364103895 -2.15484345101541 -5.6284554219105 4.97325157722445e-08 9.29430804044896e-08 8.11848359397085 1.04086875830228e-08
ENSG00000005249.12 PRKAR2B protein_coding chr7 1.37154132367024 7.50091010803055 17.4268526685284 9.48765493731478e-45 5.42582967746307e-43 91.0918554448921 6.07638199052828e-44
ENSG00000005302.17 MSL3 protein_coding chrX 0.667047625560633 5.34595194457403 15.5310856817197 2.64604558926348e-38 5.60859771471564e-37 76.3380783477884 6.28106375829895e-38
ENSG00000005339.14 CREBBP protein_coding chr16 0.285792946457507 7.20444463112771 6.40399346591376 7.6993698726655e-10 1.61141517273206e-09 11.3099320831451 1.804622466408e-10
ENSG00000005379.15 BZRAP1 protein_coding chr17 -0.217376234273705 6.05779040768696 -3.46526476430953 0.000625535352984076 0.00087843256856107 -1.76149197009418 9.83755878233484e-05
ENSG00000005381.7 MPO protein_coding chr17 -0.859938535894252 -1.39446008497064 -5.24459753717161 3.393358848903e-07 6.014351254234e-07 6.27411256965689 6.73546679832863e-08
ENSG00000005436.13 GCFC2 protein_coding chr2 -0.238155236769 5.03634643324967 -5.19539209358408 4.30937206292435e-07 7.58673458434278e-07 5.25847872782012 8.49637753774336e-08
ENSG00000005448.16 WDR54 protein_coding chr2 -0.0914281872718663 4.71691539991101 -1.86189262935063 0.0638189409082661 0.0754282241936656 -5.83209259018089 0.00844720034194326
ENSG00000005469.11 CROT protein_coding chr7 -0.309192361238053 3.57057345649945 -4.73024558163104 3.79500927918329e-06 6.26831333866602e-06 3.39106605464271 7.01987871832117e-07
ENSG00000005471.16 ABCB4 protein_coding chr7 -1.03874740353526 0.903229705200001 -7.20133229448627 7.3444033233053e-12 1.75029522577053e-11 16.4881018823315 1.96015411839327e-12
ENSG00000005483.20 KMT2E protein_coding chr7 0.206789461083109 7.51571524316119 4.30079364618454 2.46179629738968e-05 3.84211235001079e-05 1.2542955877795 4.30277831723382e-06
ENSG00000005486.16 RHBDD2 protein_coding chr7 0.50695671612771 4.91681140764388 8.71772621993686 4.42217499478788e-16 1.38696920153479e-15 25.5398050059308 1.55326561624837e-16
ENSG00000005513.9 SOX8 protein_coding chr16 0.351816992727258 4.03028693258483 2.88707112721706 0.0042367956478823 0.00556626527499059 -3.28024800778564 0.000623365569544934
ENSG00000005700.14 IBTK protein_coding chr6 0.0883905257189156 6.45124405541777 2.38159676707064 0.0180044055543563 0.0224707432462575 -4.86465874230309 0.00251649660405828
ENSG00000005801.16 ZNF195 protein_coding chr11 0.4582687142768 6.58270881818948 8.06462425817085 3.29710626072928e-14 9.09414808588874e-14 21.2049613074173 1.01845286220132e-14
ENSG00000005810.17 MYCBP2 protein_coding chr13 0.703587818866635 7.13627376207894 11.9141145284598 4.1799448521997e-26 2.65317292348272e-25 48.3553077562201 2.97128607574457e-26
ENSG00000005812.10 FBXL3 protein_coding chr13 0.821045960770972 5.91622779666094 15.0003576148386 1.70193113100502e-36 2.89082111297227e-35 72.1814721422091 3.23742807881812e-36
ENSG00000005844.17 ITGAL protein_coding chr16 -0.202586613384732 -0.731241933656097 -1.51200763022586 0.131824356723931 0.150825217235162 -5.38810667799367 0.0168909031098404
ENSG00000005882.11 PDK2 protein_coding chr17 0.416645155702611 4.18503671662083 6.86339851510995 5.5058781083611e-11 1.24302149449721e-10 14.1098138185194 1.39205870290679e-11
ENSG00000005884.17 ITGA3 protein_coding chr17 0.786841664387138 3.74726910723699 11.3650811981285 2.62542744924536e-24 1.45239570009446e-23 44.4460635904191 1.62653669573003e-24
ENSG00000005889.15 ZFX protein_coding chrX -0.0130614947321427 5.4950779327633 -0.244746051973562 0.806858507236321 0.823932155282078 -7.55812760596386 0.0922720912263145
ENSG00000005893.15 LAMP2 protein_coding chrX -0.166647219143922 5.3785365913569 -3.13951916795804 0.00190048762822145 0.00257026943208635 -2.76466391987148 0.000287844252701225
ENSG00000005961.17 ITGA2B protein_coding chr17 -0.654870569884061 1.95711061247871 -7.52003147858227 1.04084884241353e-12 2.6175773144306e-12 18.2975348385114 2.93142258377308e-13
ENSG00000005981.12 ASB4 protein_coding chr7 -0.48392776074184 1.07223024359286 -4.73777248689108 3.6682293784238e-06 6.0668725137612e-06 3.81536802282997 6.79428531171406e-07
ENSG00000006007.11 GDE1 protein_coding chr16 0.227544549147266 5.23860219449546 4.8810597920656 1.90619911206389e-06 3.21514805706151e-06 3.78401988138914 3.60064154463933e-07
ENSG00000006015.17 C19orf60 protein_coding chr19 0.941303157040176 3.97274297964207 8.7677749715494 3.1554237518409e-16 9.97839029890943e-16 25.9823772546535 1.11747907160818e-16
ENSG00000006016.10 CRLF1 protein_coding chr19 0.488067942388035 0.704814516080461 3.78932064047482 0.000190308758211975 0.000278182445406285 0.097314631015756 3.11536281422349e-05
ENSG00000006025.11 OSBPL7 protein_coding chr17 0.140098689355641 3.79615763371588 2.32295378648141 0.0210036189378461 0.026064375367847 -4.68989976365659 0.0029189471563657
ENSG00000006042.11 TMEM98 protein_coding chr17 -0.779916061390273 6.06195525775758 -9.23880256046757 1.25822860364282e-17 4.37128966953937e-17 29.016417789272 4.89540354237412e-18
ENSG00000006047.12 YBX2 protein_coding chr17 0.204922191389314 0.212848928658427 1.43598791587586 0.152284956609138 0.173065825260556 -5.75101398918928 0.0193816268903017
ENSG00000006062.14 MAP3K14 protein_coding chr17 -0.130386217799878 3.00475502083213 -2.5811884282252 0.0104302463547096 0.013285967550756 -3.93186317806104 0.0014878943636488
ENSG00000006071.13 ABCC8 protein_coding chr11 0.388277951750991 3.26661957324336 2.58185098150413 0.0104107866644458 0.0132630982429877 -3.98968672731213 0.00148533323183819
ENSG00000006116.3 CACNG3 protein_coding chr16 3.7839506529445 2.09317432519366 14.0640935389758 2.59697652202253e-33 3.03739339036553e-32 64.8500985885904 3.40157424624436e-33
ENSG00000006118.14 TMEM132A protein_coding chr11 0.104475080648328 7.28075843916901 1.42547779473947 0.155295506463417 0.176320866700047 -6.65549441442273 0.0197461587012338
ENSG00000006125.17 AP2B1 protein_coding chr17 0.642577768388496 8.46102592508714 13.8681591167658 1.19843793834148e-32 1.30304233616956e-31 63.3561843416072 1.45927599188824e-32
ENSG00000006128.11 TAC1 protein_coding chr7 0.195454135805197 2.60333631499655 1.00437636910724 0.316190974898987 0.344768344179197 -6.72492467049737 0.038610577220593
ENSG00000006194.9 ZNF263 protein_coding chr16 0.479009363428582 5.00597281669692 11.6285129479716 3.6255617733684e-25 2.13723711767439e-24 46.2806856116164 2.3934900104342e-25
ENSG00000006210.6 CX3CL1 protein_coding chr16 -0.327263299054865 2.68786843946952 -2.99012371421831 0.00307365373997909 0.00408352217347954 -2.80347669939536 0.000457313297096633
ENSG00000006282.20 SPATA20 protein_coding chr17 0.155325471010112 3.70297330724247 2.28437212486548 0.0232080159696935 0.0286686298681661 -4.829772517632 0.00321059739393619
ENSG00000006283.17 CACNA1G protein_coding chr17 -1.01649866012884 3.544113546042 -8.78990449646243 2.7171505904025e-16 8.63273638155656e-16 26.161381843351 9.66779405106484e-17
ENSG00000006327.13 TNFRSF12A protein_coding chr16 0.0430129154508919 -0.648091491157684 0.260637886279103 0.794591322729364 0.812819069548465 -6.57113849661569 0.0910275377105378
ENSG00000006377.10 DLX6 protein_coding chr7 -0.323309331236618 1.69231325954407 -1.77820396240733 0.0766140422942691 0.0898335601764916 -5.50235444763172 0.0100604526800535
ENSG00000006432.15 MAP3K9 protein_coding chr14 0.309171513932413 5.35330276539864 4.76018486299832 3.31445531763445e-06 5.49363093674726e-06 3.27778417877468 6.15231256250345e-07
ENSG00000006451.7 RALA protein_coding chr7 0.442648089464206 6.88214956475477 9.95783704053382 7.95767705093856e-20 3.18995274408811e-19 33.9989065060899 3.57242533530398e-20
ENSG00000006453.13 BAIAP2L1 protein_coding chr7 -1.68100863389485 0.388950951382344 -11.9343906767932 3.58377241368924e-26 2.28381213077866e-25 48.668336438259 2.55763924158084e-26
ENSG00000006459.10 KDM7A protein_coding chr7 -0.511677943325484 5.15126780696521 -7.77077807234337 2.16041539839657e-13 5.66610435189951e-13 19.4474866021039 6.34546539183554e-14
ENSG00000006468.13 ETV1 protein_coding chr7 1.41216128270673 5.70538761364881 8.91537791033524 1.15974712746702e-16 3.78783346990618e-16 26.8514124801429 4.24199144607499e-17
ENSG00000006530.15 AGK protein_coding chr7 0.113938306786762 5.54232255588793 3.06469649165669 0.00242341265511227 0.00324830610358021 -3.00317886847538 0.000363777521242551
ENSG00000006534.15 ALDH3B1 protein_coding chr11 -0.867307306254231 0.519543039302686 -9.4784406809776 2.37069194334837e-18 8.64720809487228e-18 31.0547786911392 9.68400091036398e-19
ENSG00000006555.10 TTC22 protein_coding chr1 -0.813366956657355 -0.595119809340003 -5.45414548915866 1.2040684859537e-07 2.19890744547314e-07 7.25307289636565 2.46255455751033e-08
ENSG00000006576.16 PHTF2 protein_coding chr7 0.608764589679013 6.12404241885135 9.86307555126206 1.56521667632801e-19 6.14846711347939e-19 33.3487578032433 6.88566303378141e-20
ENSG00000006607.13 FARP2 protein_coding chr2 -0.475375375618621 4.90517615058285 -10.2874283200094 7.41872201246782e-21 3.19729311298283e-20 36.4577953586622 3.58064580811774e-21
ENSG00000006611.15 USH1C protein_coding chr11 -1.41591438361403 -0.701618629406601 -3.86579433944177 0.000141986468898404 0.000209547113525178 0.574477970909665 2.34671632263053e-05
ENSG00000006625.17 GGCT protein_coding chr7 -0.308179082893567 5.05806742850143 -4.87459446325122 1.96396283639107e-06 3.30850634953425e-06 3.76641960734117 3.70519341610778e-07
ENSG00000006634.7 DBF4 protein_coding chr7 -1.23948970869231 4.83131996306731 -15.2834201440656 1.84749250796475e-37 3.51802519300443e-36 74.4364897286115 3.93983338876055e-37
ENSG00000006652.13 IFRD1 protein_coding chr7 0.643315790983823 6.13406533042153 9.37765503110735 4.79469388011557e-18 1.7099359790313e-17 29.9560075306675 1.91495583267188e-18
ENSG00000006695.10 COX10 protein_coding chr17 0.235540073365269 3.34466904805482 4.85085515455719 2.19092226807905e-06 3.67810857194476e-06 3.94871969693594 4.11911062719217e-07
ENSG00000006704.10 GTF2IRD1 protein_coding chr7 -0.223661397027201 5.25916177521352 -4.76835093746662 3.19392895947591e-06 5.30084468973982e-06 3.28160146674646 5.9364114102422e-07
ENSG00000006712.14 PAF1 protein_coding chr19 0.380600413991743 5.74779343910848 8.82367693251301 2.16194661043182e-16 6.9249913795501e-16 26.1955202797042 7.75529189167922e-17
ENSG00000006715.15 VPS41 protein_coding chr7 0.162286859906937 6.50759303494375 4.17838134799995 4.09039473495258e-05 6.29626958502619e-05 0.774579173014196 7.05118689458244e-06
ENSG00000006740.16 ARHGAP44 protein_coding chr17 0.969551759984977 4.18772709285153 11.9941929313242 2.27545274005051e-26 1.47189954327028e-25 49.1406558619701 1.64837903293274e-26
ENSG00000006744.18 ELAC2 protein_coding chr17 -0.260712580024697 4.99363599066701 -5.99236068795395 7.36926605283224e-09 1.45257668145241e-08 9.19933776588646 1.62673937659718e-09
ENSG00000006747.14 SCIN protein_coding chr7 -0.629891794977669 1.7531861893392 -6.55280598370463 3.31943407358085e-10 7.12509283110567e-10 12.7068994538617 7.97938533522412e-11
ENSG00000006756.15 ARSD protein_coding chrX -0.236041284790203 3.93964914435149 -3.19594240926113 0.00157742152716447 0.00214603404491194 -2.33677831661719 0.000240334168168371
ENSG00000006757.11 PNPLA4 protein_coding chrX -0.0447208254037489 3.35685410177416 -0.800197773805853 0.424373630550395 0.454126192497853 -6.9089091439482 0.0508575532509408
ENSG00000006831.9 ADIPOR2 protein_coding chr12 -0.172887080641913 6.07264833615411 -3.61854844915856 0.000360011114301617 0.000515254389153221 -1.26363651946876 5.77032947384219e-05
ENSG00000006837.11 CDKL3 protein_coding chr5 0.111387759840152 3.35040949601236 2.55334530341118 0.0112780326124528 0.0143316691750771 -4.04427209555852 0.0016050023986445
ENSG00000007001.12 UPP2 protein_coding chr2 1.97412189205116 0.292073611936625 13.7131782361262 4.01077313521792e-32 4.15807875242663e-31 61.772590872942 4.65662881962359e-32
ENSG00000007047.14 MARK4 protein_coding chr19 0.54525595708697 5.36200288130553 11.2309689835128 7.1569053096152e-24 3.83516063655498e-23 43.2936004280345 4.29499309931191e-24
ENSG00000007062.11 PROM1 protein_coding chr4 -0.37179130950223 5.10067157079634 -3.20750228342126 0.00151785583242992 0.00206755182371206 -2.54785212977248 0.000231544950964291
ENSG00000007080.10 CCDC124 protein_coding chr19 0.603335025415409 4.66061872500566 6.87263216660896 5.21524820694942e-11 1.17861665277402e-10 14.0502874466714 1.31993177603786e-11
ENSG00000007129.17 CEACAM21 protein_coding chr19 -0.211021738766075 -2.0086507910384 -0.820659343529348 0.412640353869361 0.442295818965187 -6.02113682118075 0.0495326707362223
ENSG00000007168.12 PAFAH1B1 protein_coding chr17 0.2939593519801 8.57754021487961 8.31264622322334 6.54810176247026e-15 1.89982316659778e-14 22.8231011327779 2.12761033075788e-15
