gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val B qvalue
ENSG00000003137.8 CYP26B1 protein_coding chr2 0.116146123861357 2.15100617918693 0.271596721642029 0.786161393035222 0.859716072323983 -6.30396534998574 0.338137350348028
ENSG00000003147.17 ICA1 protein_coding chr7 -0.0243787518948884 3.29446971564929 -0.149891427477915 0.880973896375633 0.925105085860284 -6.51537142938916 0.363855687472129
ENSG00000003249.13 DBNDD1 protein_coding chr16 0.45566309010339 4.66736804209727 2.67265758850465 0.00803188944278746 0.0285164234384932 -3.24619474440264 0.0112158748374088
ENSG00000003393.14 ALS2 protein_coding chr2 0.0854096743636939 6.02020271561536 1.48642475455367 0.138455654340641 0.250643154733408 -5.80585565186017 0.0985811652855627
ENSG00000003400.14 CASP10 protein_coding chr2 0.311795885503861 1.89389462653383 2.87605255060384 0.00438229297877694 0.0178782685716434 -2.33881876955655 0.0070317521775349
ENSG00000003402.19 CFLAR protein_coding chr2 0.00565250116195557 6.0213200337069 0.0649807483358298 0.948242446978301 0.968279383412897 -6.878630352053 0.380836692070676
ENSG00000003436.15 TFPI protein_coding chr2 0.232138145385791 4.40014905111468 1.90729111173369 0.0576552229107265 0.130526507927847 -4.92861813656955 0.0513377485448131
ENSG00000003509.15 NDUFAF7 protein_coding chr2 -0.253170780380624 4.40147990517433 -4.13726739453607 4.83799873791143e-05 0.000519644234709234 1.48160261268501 0.000204382737865104
ENSG00000003756.16 RBM5 protein_coding chr3 0.110431833838034 8.17766646822414 1.79718812400911 0.0735402379329781 0.15636621812548 -5.31977967502731 0.0615008377567779
ENSG00000003987.13 MTMR7 protein_coding chr8 -0.186075550468776 4.53467298236818 -2.15876166782204 0.0318424584856418 0.0829448482351516 -4.44541609694969 0.0326232719267857
ENSG00000003989.17 SLC7A2 protein_coding chr8 0.630550925449549 1.12425071543525 1.9655263819183 0.0504856659879981 0.117532979211287 -4.33477828850131 0.0462272271606872
ENSG00000004059.10 ARF5 protein_coding chr7 0.209698907565113 6.35334016142659 1.67949026277541 0.0943343768292884 0.188177317493894 -5.4990351381814 0.074012550865754
ENSG00000004139.13 SARM1 protein_coding chr17 0.366989446760774 5.83329267673726 5.17161873768442 4.83259651779413e-07 1.47014430163084e-05 5.72922842144349 5.78226596879731e-06
ENSG00000004142.11 POLDIP2 protein_coding chr17 0.267957970859342 5.57850784801352 3.4878269338697 0.000577323145543194 0.00367641716760586 -0.961326251975077 0.00144598199318039
ENSG00000004399.12 PLXND1 protein_coding chr3 0.288385949640361 4.69711218485461 1.69949239262363 0.0904987655077561 0.182787931235124 -5.28705304125664 0.0718928361736505
ENSG00000004455.16 AK2 protein_coding chr1 -0.00958468748243357 6.13095412408404 -0.159763688120528 0.873199184446345 0.919271133422555 -6.88219090460239 0.361561119203774
ENSG00000004468.12 CD38 protein_coding chr4 -0.16357802862718 -0.713127882072451 -0.644206594206788 0.520045590329861 0.651638545071506 -5.68330500288988 0.256297791920409
ENSG00000004478.7 FKBP4 protein_coding chr12 -0.0263532708721938 6.93360789034217 -0.266866962946951 0.789796626307961 0.862337387343918 -6.89143141194995 0.339168347143136
ENSG00000004487.16 KDM1A protein_coding chr1 -0.204984860975428 8.07861689844581 -3.61000651243585 0.000371422978544996 0.00260543382878995 -0.604874847288391 0.00102475051907852
ENSG00000004534.14 RBM6 protein_coding chr3 0.100242232559373 7.9719882899594 1.16969895135118 0.243261566943898 0.379253782983698 -6.24042791413382 0.149165373797091
ENSG00000004660.14 CAMKK1 protein_coding chr17 0.181109747823579 4.20145410581457 1.44326998919554 0.15022490775103 0.266337345256833 -5.63911919217152 0.104753891573095
ENSG00000004700.15 RECQL protein_coding chr12 0.0620414678142346 5.4647377620388 0.862789321866193 0.389099136508695 0.531533441171409 -6.48122789046837 0.209058915152325
ENSG00000004766.15 VPS50 protein_coding chr7 0.0116561582219896 5.63846282740262 0.178480702370956 0.858493330347503 0.909701780557439 -6.8589525071492 0.357797370070169
ENSG00000004776.12 HSPB6 protein_coding chr19 0.132305917794225 -0.954675179772789 0.481098704178928 0.630876770491996 0.74481539245528 -5.6965680691131 0.292945440257334
ENSG00000004777.18 ARHGAP33 protein_coding chr19 0.433371020707858 6.99849547503016 2.5843064535314 0.0103387186591357 0.0346814663056332 -3.60636017120765 0.013640665215285
ENSG00000004779.9 NDUFAB1 protein_coding chr16 -0.236172763995795 5.60270465914193 -1.93647841622914 0.0539619622481099 0.123975257251308 -5.02133202441683 0.04876105768542
ENSG00000004799.7 PDK4 protein_coding chr7 -0.0524565375332231 2.69868226439961 -0.280612433849971 0.779245067672117 0.855178979562409 -6.37303041046966 0.336352853612339
ENSG00000004809.13 SLC22A16 protein_coding chr6 -0.472443936906571 2.17575126938235 -4.03239951809514 7.3824936918485e-05 0.000727266464699214 1.31647538199646 0.000286043222043774
ENSG00000004838.13 ZMYND10 protein_coding chr3 -0.0134940447451652 1.3514809767557 -0.0811798507546061 0.935365361575525 0.96022412162206 -6.2032527192253 0.377668454362905
ENSG00000004848.7 ARX protein_coding chrX 0.111397600255363 4.87783885775718 0.490327451106749 0.624342098109167 0.739255291482581 -6.63690234552056 0.290758581280168
ENSG00000004864.13 SLC25A13 protein_coding chr7 0.265372618789852 3.5598339386926 1.87342815766804 0.06220272141531 0.138007146367209 -4.84513249658965 0.0542799795234195
ENSG00000004866.20 ST7 protein_coding chr7 -0.375521248447236 5.4685899335965 -3.24231617071779 0.00135075833695981 0.00718365258067936 -1.7362140805065 0.00282542263387662
ENSG00000004897.11 CDC27 protein_coding chr17 -0.0495021479463623 6.53366914243841 -0.849475784827133 0.39644792071906 0.53848193056335 -6.55950334491313 0.211791845089951
ENSG00000004939.14 SLC4A1 protein_coding chr17 -0.551266870012743 2.06521019651714 -1.45076092580305 0.148128659714104 0.263575938196205 -5.31609026818491 0.103667794782803
ENSG00000004948.13 CALCR protein_coding chr7 0.0841251127323129 -4.32449939946778 0.189605162492 0.849775912855559 0.90361219772844 -5.36856460561364 0.355402259092475
ENSG00000004961.14 HCCS protein_coding chrX 0.250152335922649 3.50708626481657 3.49016297346003 0.000572539136192631 0.00366011489445041 -0.713734621983465 0.0014395701001998
ENSG00000004975.11 DVL2 protein_coding chr17 0.181053606370047 5.40769540078383 1.92248175832691 0.0557074876830421 0.127003842615727 -4.99393390633857 0.0499522391270546
ENSG00000005007.12 UPF1 protein_coding chr19 0.550816353375398 5.62420507075721 4.81853501822666 2.54047910072922e-06 5.32714272383862e-05 4.16637480357264 2.09523351203064e-05
ENSG00000005020.12 SKAP2 protein_coding chr7 0.402944538903825 1.53886960400925 1.63572063004522 0.103185214721912 0.201765583049706 -4.97428276531755 0.0793569898715843
ENSG00000005022.5 SLC25A5 protein_coding chrX -0.00174553757278838 6.37823468398927 -0.018367929558158 0.98536032251002 0.9918845353256 -6.91155974719632 0.390120900868527
ENSG00000005059.15 CCDC109B protein_coding chr4 -0.348647854476789 3.61578924169333 -1.86114000032246 0.0639250862776344 0.140976144947321 -4.89257732462533 0.0554477247190542
ENSG00000005075.15 POLR2J protein_coding chr7 0.22376148441605 5.1374428911257 2.19381490364392 0.0291908094754043 0.0776804529535838 -4.43381137765862 0.0305527177880431
ENSG00000005100.12 DHX33 protein_coding chr17 0.0369606491757025 5.27678254793365 0.579520849558275 0.562771574043503 0.689048971583641 -6.66168602614731 0.271011792162381
ENSG00000005108.15 THSD7A protein_coding chr7 -0.209758159562637 6.10509625813447 -1.12533857896505 0.261549473065816 0.399494658017148 -6.22297007734852 0.157126369377917
ENSG00000005156.11 LIG3 protein_coding chr17 -0.000676232726357317 5.91636163431254 -0.0110525246880411 0.991190557211761 0.994975236492162 -6.88295232816313 0.391336513251291
ENSG00000005175.9 RPAP3 protein_coding chr12 0.0365099390526871 5.27960927042907 0.476523152437927 0.63412746071364 0.747275111594973 -6.71727283486622 0.293912879321545
ENSG00000005187.11 ACSM3 protein_coding chr16 0.0673527961949577 0.818045418022236 0.417572352459805 0.676626409659492 0.778629956195173 -6.03117157964132 0.3062451415823
ENSG00000005189.19 AC004381.6 protein_coding chr16 0.0285808120177676 3.51349596678814 0.378227338842286 0.705590023202369 0.801382901566676 -6.45679238015089 0.315194166624645
ENSG00000005194.14 CIAPIN1 protein_coding chr16 0.0670887593620003 5.57780798500859 0.931263562074006 0.352636220566973 0.494927042953518 -6.43571727370937 0.194661149543824
ENSG00000005206.16 SPPL2B protein_coding chr19 0.667543885511217 5.37838272890248 4.8539537737566 2.15945536554922e-06 4.71583906552698e-05 4.35171870951578 1.85479994805086e-05
ENSG00000005238.19 FAM214B protein_coding chr9 0.165081831517329 5.13571190236222 1.68352583666751 0.093550132971652 0.187036554161485 -5.40117691518337 0.0735638740257916
ENSG00000005243.9 COPZ2 protein_coding chr17 0.446595955503716 -2.15484345101541 1.02954088182821 0.304243359726418 0.445643757082823 -5.18574240309808 0.175277401540004
ENSG00000005249.12 PRKAR2B protein_coding chr7 -0.166751746773601 7.50091010803055 -1.51791253782246 0.130328885531723 0.240288539353366 -5.77796935016307 0.0945085623400161
ENSG00000005302.17 MSL3 protein_coding chrX -0.0755803789551036 5.34595194457403 -1.22566077028174 0.221506097842996 0.353502619136226 -6.10690236120546 0.139037110999556
ENSG00000005339.14 CREBBP protein_coding chr16 -0.0451238566588425 7.20444463112771 -0.665573204895194 0.506311579319674 0.63852037650124 -6.70838791652604 0.251138248084294
ENSG00000005379.15 BZRAP1 protein_coding chr17 0.383782784434403 6.05779040768696 2.88748196443976 0.0042313114813413 0.0174136262692396 -2.78886435219767 0.00684900240461312
ENSG00000005381.7 MPO protein_coding chr17 0.0759060778936798 -1.39446008497064 0.296727657769573 0.766926450942955 0.846098846823648 -5.74857815449997 0.332781521024833
ENSG00000005436.13 GCFC2 protein_coding chr2 -0.380915816939193 5.03634643324967 -4.81944599551362 2.52991193620759e-06 5.31130737119911e-05 4.21289901746346 2.08900526487356e-05
ENSG00000005448.16 WDR54 protein_coding chr2 -0.21901974483827 4.71691539991101 -2.15317636268834 0.0322836097357942 0.0837348699582209 -4.46427731400116 0.0329339975962895
ENSG00000005469.11 CROT protein_coding chr7 0.169591066486437 3.57057345649945 1.76228790218309 0.0792706678876395 0.165454857705046 -5.03638092619215 0.0650755161938056
ENSG00000005471.16 ABCB4 protein_coding chr7 0.512701588040654 0.903229705200001 2.6876281417331 0.00769058239138435 0.0276114794622593 -2.71915844612797 0.0108599487727605
ENSG00000005483.20 KMT2E protein_coding chr7 -0.236328518745164 7.51571524316119 -3.3059847108412 0.00108861641012292 0.0060584168871738 -1.60871725080918 0.00238285301331519
ENSG00000005486.16 RHBDD2 protein_coding chr7 0.116056868354838 4.91681140764388 0.853820687497032 0.394040413258524 0.536556147785546 -6.40781503804233 0.211034410040409
ENSG00000005513.9 SOX8 protein_coding chr16 0.391701203372114 4.03028693258483 1.92682547517974 0.0551607866325964 0.126100207105328 -4.793040602126 0.0495968276987902
ENSG00000005700.14 IBTK protein_coding chr6 -0.0465529239611998 6.45124405541777 -0.891564885117572 0.373503090711047 0.516112296209648 -6.52284316426823 0.202993581183859
ENSG00000005801.16 ZNF195 protein_coding chr11 -0.239499054069362 6.58270881818948 -2.87441408308084 0.00440433514389891 0.0179371003987596 -2.87848272208792 0.00705489148919561
ENSG00000005810.17 MYCBP2 protein_coding chr13 0.23058560189837 7.13627376207894 3.32534359822622 0.0010188282633354 0.00574628275068518 -1.54875062911706 0.00226008665676665
ENSG00000005812.10 FBXL3 protein_coding chr13 -0.0541782661687288 5.91622779666094 -0.686387354907347 0.493119537501175 0.627240378027586 -6.65818146874335 0.246701680107263
ENSG00000005844.17 ITGAL protein_coding chr16 0.217315743169549 -0.731241933656097 1.06841397306925 0.286387945132453 0.426158424057027 -5.3097730907342 0.167613570314678
ENSG00000005882.11 PDK2 protein_coding chr17 0.14078524257341 4.18503671662083 1.27794154292468 0.202482459939213 0.330601228158074 -5.85166379919117 0.130029700397468
ENSG00000005884.17 ITGA3 protein_coding chr17 0.212234664557286 3.74726910723699 1.60263872163275 0.110306018438722 0.212249312735377 -5.32928070321972 0.0834803751284113
ENSG00000005889.15 ZFX protein_coding chrX 0.161438860559718 5.4950779327633 1.98651348359035 0.0480931987751452 0.113311075872847 -4.91348526858425 0.0445666984649441
ENSG00000005893.15 LAMP2 protein_coding chrX 0.0957831920896348 5.3785365913569 1.16544934608951 0.244973306613545 0.381281242616505 -6.17200648145211 0.149962799656912
ENSG00000005961.17 ITGA2B protein_coding chr17 0.319127712605281 1.95711061247871 2.35063464260126 0.0195369560092398 0.0570024752603528 -3.61834052211838 0.0224198041287183
ENSG00000005981.12 ASB4 protein_coding chr7 -0.239472076280827 1.07223024359286 -1.44871576234434 0.148698730011746 0.264323284935603 -5.1408881472404 0.103961735834258
ENSG00000006007.11 GDE1 protein_coding chr16 0.0443844105007685 5.23860219449546 0.675537017982686 0.499973290869164 0.633244376599515 -6.60790762441859 0.249063129699705
ENSG00000006015.17 C19orf60 protein_coding chr19 0.0940838770240019 3.97274297964207 0.531180926850206 0.595775802601077 0.71641145460236 -6.49351224015618 0.281773807442475
ENSG00000006016.10 CRLF1 protein_coding chr19 0.25988620499816 0.704814516080461 1.37153618657165 0.171465690751618 0.293807891076719 -5.21932294743078 0.115558409337944
ENSG00000006025.11 OSBPL7 protein_coding chr17 0.296587142837864 3.79615763371588 2.18812816353132 0.0296075428436188 0.0784169687535445 -4.24114672523789 0.0308423988921953
ENSG00000006042.11 TMEM98 protein_coding chr17 0.260043249164587 6.06195525775758 2.88230414392599 0.00429911197711324 0.0176472986168428 -2.81604949424901 0.00694090873393713
ENSG00000006047.12 YBX2 protein_coding chr17 -0.319343046495388 0.212848928658427 -1.30923632719669 0.191683839649001 0.317442567842939 -5.237794483071 0.124854230639107
ENSG00000006062.14 MAP3K14 protein_coding chr17 0.459901545718201 3.00475502083213 4.97004915389712 1.25981102385204e-06 3.06073260332826e-05 5.06455222823793 1.2038253627335e-05
ENSG00000006071.13 ABCC8 protein_coding chr11 0.181527203429738 3.26661957324336 0.68298096610881 0.495265758029665 0.629091444575936 -6.28401320987941 0.247429728306112
ENSG00000006116.3 CACNG3 protein_coding chr16 -0.733850039644417 2.09317432519366 -2.11965508413946 0.0350434967801582 0.0888777757070852 -4.15525465852921 0.0349567683446713
ENSG00000006118.14 TMEM132A protein_coding chr11 0.0885872778696967 7.28075843916901 0.621265704902653 0.535003816977029 0.6649888668572 -6.71785447697004 0.261548644591693
ENSG00000006125.17 AP2B1 protein_coding chr17 -0.0784416769410196 8.46102592508714 -0.964311359624549 0.335843006252947 0.478664973131165 -6.44379337857569 0.188265069049433
ENSG00000006128.11 TAC1 protein_coding chr7 0.350134535006948 2.60333631499655 1.08581900929643 0.278628877789416 0.417963392859538 -5.90572184156852 0.164390359507826
ENSG00000006194.9 ZNF263 protein_coding chr16 0.0168624500097849 5.00597281669692 0.257756547072936 0.796811700227799 0.867270672175274 -6.76558744410826 0.34110867129792
ENSG00000006210.6 CX3CL1 protein_coding chr16 0.184709678707094 2.68786843946952 1.05464094717268 0.292631023953306 0.433033928918217 -5.87224194919531 0.170317794500906
ENSG00000006282.20 SPATA20 protein_coding chr17 0.200040891487151 3.70297330724247 1.28308159707408 0.200678850675297 0.328533714640246 -5.7827053094898 0.129216520831291
ENSG00000006283.17 CACNA1G protein_coding chr17 0.5961330162523 3.544113546042 2.637770538117 0.00888078520983964 0.0308168145559723 -3.20274079312873 0.012120648148353
ENSG00000006327.13 TNFRSF12A protein_coding chr16 -0.500224267917083 -0.648091491157684 -1.63596448607195 0.103134124129964 0.20170845367121 -4.62670916975797 0.0793345201547867
ENSG00000006377.10 DLX6 protein_coding chr7 0.100661417636418 1.69231325954407 0.388354633937252 0.698091680808353 0.795816165329971 -6.21646099463861 0.3130046979131
ENSG00000006432.15 MAP3K9 protein_coding chr14 0.244929256393917 5.35330276539864 2.67009334784387 0.0080917005365345 0.0286775076962814 -3.34239903409272 0.0112792313406367
ENSG00000006451.7 RALA protein_coding chr7 0.0547909207097683 6.88214956475477 0.802047816563832 0.423304451033578 0.564598258405682 -6.60839039095658 0.222063731567024
ENSG00000006453.13 BAIAP2L1 protein_coding chr7 0.186085430308381 0.388950951382344 0.905122770382671 0.366291725509832 0.509201417949192 -5.65864549336524 0.200275444186314
ENSG00000006459.10 KDM7A protein_coding chr7 0.106180918961582 5.15126780696521 1.10407146312032 0.270647952127216 0.409524349938594 -6.20911596564055 0.161071175762608
ENSG00000006468.13 ETV1 protein_coding chr7 -0.276917345451212 5.70538761364881 -1.2654064180841 0.206930720061698 0.336218280749423 -6.08201880845391 0.132238959176206
ENSG00000006530.15 AGK protein_coding chr7 -0.0927895672631067 5.54232255588793 -1.98700280010508 0.0480385816013441 0.113220644493415 -4.9153660773971 0.0445311306443414
ENSG00000006534.15 ALDH3B1 protein_coding chr11 0.503341709764225 0.519543039302686 3.25015590783419 0.00131557867598244 0.00703265638808945 -1.14593278591771 0.00276603389599137
ENSG00000006555.10 TTC22 protein_coding chr1 0.10883241308026 -0.595119809340003 0.474471509911907 0.635587359907911 0.748394662572227 -5.74042839849419 0.294353213070343
ENSG00000006576.16 PHTF2 protein_coding chr7 -0.277469365825176 6.12404241885135 -2.99016813152877 0.00307310750090611 0.0135998797408217 -2.5373608613495 0.00534900701365544
ENSG00000006607.13 FARP2 protein_coding chr2 0.125516875856643 4.90517615058285 1.87934165041419 0.0613877286783681 0.136656056029544 -5.0274585446151 0.0537485783764995
ENSG00000006611.15 USH1C protein_coding chr11 -0.434934387884291 -0.701618629406601 -0.779672249187756 0.436338165591402 0.576871609151615 -5.57027210720224 0.226890997724678
ENSG00000006625.17 GGCT protein_coding chr7 0.0587377723973187 5.05806742850143 0.698651547092193 0.485434082942908 0.620541108712997 -6.57137316876679 0.244066771620348
ENSG00000006634.7 DBF4 protein_coding chr7 -0.0334814403174584 4.83131996306731 -0.262093887511294 0.793469824349603 0.864913394728931 -6.70249148504011 0.340181523864714
ENSG00000006652.13 IFRD1 protein_coding chr7 -0.254290472981824 6.13406533042153 -2.70020790654989 0.00741395488584041 0.026848149950492 -3.3350339702444 0.0105597214920797
ENSG00000006695.10 COX10 protein_coding chr17 -0.0995391992886177 3.34466904805482 -1.26010130429979 0.208834653626858 0.338712116849307 -5.73885081394769 0.133219816878142
ENSG00000006704.10 GTF2IRD1 protein_coding chr7 0.171081353704992 5.25916177521352 2.19773669119336 0.0289063820903602 0.0770749340205274 -4.43200477886314 0.0303145594306498
ENSG00000006712.14 PAF1 protein_coding chr19 0.00896087250340232 5.74779343910848 0.104613263784422 0.916768488947318 0.948429470475629 -6.86111001816037 0.373029466893295
ENSG00000006715.15 VPS41 protein_coding chr7 0.000370110279879048 6.50759303494375 0.00755825170352343 0.993975610780293 0.996464792731023 -6.91886955671947 0.391922374811889
ENSG00000006740.16 ARHGAP44 protein_coding chr17 -0.0574335633857486 4.18772709285153 -0.529870561636877 0.596682694793938 0.716960255341381 -6.51606844017787 0.281989657807189
ENSG00000006744.18 ELAC2 protein_coding chr17 0.362460646973317 4.99363599066701 5.27037960752729 2.99114306028071e-07 1.0112474829901e-05 6.24920630025136 3.97736596362626e-06
ENSG00000006747.14 SCIN protein_coding chr7 -0.149557880833373 1.7531861893392 -0.960002739276766 0.338002587785875 0.480491791924082 -5.80861768683692 0.188983580295283
ENSG00000006756.15 ARSD protein_coding chrX 0.289258067561503 3.93964914435149 2.68977404096398 0.00764274561437784 0.0274789388143807 -3.09763401554444 0.0108078188371576
ENSG00000006757.11 PNPLA4 protein_coding chrX -0.0599425873003188 3.35685410177416 -0.74479403982759 0.457111805999665 0.59507310662977 -6.25081665959089 0.234049879974015
ENSG00000006831.9 ADIPOR2 protein_coding chr12 0.218762888552276 6.07264833615411 3.24165842221947 0.00135374924194903 0.00719304348346612 -1.78611706095451 0.00282911619630719
ENSG00000006837.11 CDKL3 protein_coding chr5 -0.132102295592873 3.35040949601236 -2.02818948822764 0.0436256119087912 0.105367569726243 -4.51636873566702 0.0414424156844382
ENSG00000007001.12 UPP2 protein_coding chr2 -0.557503722195005 0.292073611936625 -3.18949484419608 0.00161150192671389 0.00819428260310004 -1.32114699548073 0.00322291637508322
ENSG00000007047.14 MARK4 protein_coding chr19 0.219588702472398 5.36200288130553 1.9953988844409 0.0471095555204658 0.111550094233322 -4.86558577039387 0.0438740818153669
ENSG00000007062.11 PROM1 protein_coding chr4 -0.00019136125014602 5.10067157079634 -0.00101805102509381 0.999188543405108 0.99947225870507 -6.82032943257074 0.3931052497266
ENSG00000007080.10 CCDC124 protein_coding chr19 0.608056863088757 4.66061872500566 3.27944190099584 0.00119154992074596 0.00651851276659795 -1.5301441792107 0.00256381461980694
ENSG00000007129.17 CEACAM21 protein_coding chr19 0.987623410838373 -2.0086507910384 2.5996076908345 0.00990099483456801 0.0335054991385362 -2.71979776601275 0.0131781422559276
ENSG00000007168.12 PAFAH1B1 protein_coding chr17 -0.0392421751446784 8.57754021487961 -0.842407478488408 0.400383501221079 0.541988548302189 -6.55086967442929 0.213171042791454
ENSG00000007171.17 NOS2 protein_coding chr17 0.493950711232721 -0.377456379760759 2.17532716483832 0.0305644979056409 0.0803766894759568 -3.74427398421572 0.0316131821703389
ENSG00000007174.17 DNAH9 protein_coding chr17 -0.013903051202224 1.16019196404279 -0.0856385509108954 0.931823864731064 0.958128298711969 -6.17611884513428 0.376844140349907
ENSG00000007202.14 KIAA0100 protein_coding chr17 0.231382883475953 7.01694283803181 3.88864521876988 0.000129959440338413 0.00114340938167873 0.370467052656855 0.000449717565054688
ENSG00000007237.18 GAS7 protein_coding chr17 -0.0567017993092279 6.38995250448776 -0.336349448489634 0.736895967092387 0.824787797189128 -6.82966520559056 0.324399612056827
ENSG00000007255.10 TRAPPC6A protein_coding chr19 0.19991310371311 2.05951197118112 1.07557468771054 0.28317813717711 0.422846702970296 -5.75462771815908 0.166311027964467
ENSG00000007264.14 MATK protein_coding chr19 0.20377497026011 1.35245715138542 0.730609746102752 0.465717341025285 0.603172444472012 -5.969983061608 0.237235453357733
ENSG00000007341.18 ST7L protein_coding chr1 -0.405201866968693 4.15961072168353 -5.99127836141071 7.40876107633118e-09 5.82579989279007e-07 9.86796797459041 2.29136176793901e-07
ENSG00000007350.16 TKTL1 protein_coding chrX -0.0765026779076283 3.11691750705916 -0.36322870554831 0.716748007538938 0.809853063364607 -6.43295157053804 0.318525589823038
